9,12,13,14,15,16,17,code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC,Correct
Final,5b8bbd437073290001839123,GP-A-A1,the golfer cooked a special meal toasted the host.,What did the golfer do?,W,toasted the host,GP-A-A1,the golfer cooked a special meal toasted the host.,What did the golfer do?,,toasted the host,"toasted the host
toasted",toasted the host,33,F,the golfer cooked a special meal,the golfer,the host,1
Final,60d0ef33b754716422d9a0a4,GP-A-A1,the golfer cooked a special meal toasted the host.,What did the golfer do?,W,cooked a meal,GP-A-A1,the golfer cooked a special meal toasted the host.,What did the golfer do?,,toasted the host,"toasted the host
toasted",toasted the host,33,F,the golfer cooked a special meal,the golfer,the host,0
Final,5b8bbd437073290001839123,GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,W,the woman,GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,,"the woman who was painted the portrait
the woman","the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0,F,the woman who was painted the portrait,the woman,the mayor,1
Final,60d0ef33b754716422d9a0a4,GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,W,the woman,GP-U-PE,the woman who was painted the portrait waved at the mayor.,Who was painted the portrait?,,"the woman who was painted the portrait
the woman","the woman who was painted the portrait
the woman
woman who was painted the portrait
woman",the woman,0,F,the woman who was painted the portrait,the woman,the mayor,1
Final,63469143e387d7c210f0e832,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,a new knife  ,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,5d519a9df20feb00180b62bc,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,a knife,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,56e32190e414dc000c8b40ae,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,greeted,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,5f778d553167a12eae0e1c00,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,a knife,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,5dd05d80b2204f1487f7812c,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,a new knife,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,59b555702a78fd00010b86d4,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,knife,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,61015f63f9a351d3171a0f98,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,a knife,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,6089cd0a1c1541c29bb34c73,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,J,greeatful by the audience,LC-U-A2,the audience greeted the chef who was presented the new knife.,What did the chef get?,"x
get -> do","the new knife
the new knife","the new knife
the new knife
new knife
new knife
presented the new knife",the new knife,48,F,the chef who was presented the new knife,the chef,the audience,0
Final,63469143e387d7c210f0e832,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interfered with the player ,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,1
Final,5d519a9df20feb00180b62bc,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interfered with the player,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,1
Final,56e32190e414dc000c8b40ae,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interfered with the player,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,1
Final,5f778d553167a12eae0e1c00,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interfered with the player,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,1
Final,5dd05d80b2204f1487f7812c,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interferred with the player,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,0
Final,59b555702a78fd00010b86d4,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,tossed the ball,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,0
Final,61015f63f9a351d3171a0f98,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,inferred that the player tossed the ball,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,0
Final,6089cd0a1c1541c29bb34c73,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,J,interfered with the player ,LC-A-A1,the other team interfered with the player tossed the ball.,What did the other team do?,,"interfered with the player
interfered with the player tossed the ball","interfered with the player
interfered with the player tossed the ball
interfered",interfered with the player,15,F,the player tossed the ball,the player,the other team,1
Final,63469143e387d7c210f0e832,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,taught the policy emailed the teacher ,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,5d519a9df20feb00180b62bc,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,got taught the policy,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,56e32190e414dc000c8b40ae,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,an email,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,5f778d553167a12eae0e1c00,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,an email,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,5dd05d80b2204f1487f7812c,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,an email,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,59b555702a78fd00010b86d4,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,email,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,61015f63f9a351d3171a0f98,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,they taught a policy,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,6089cd0a1c1541c29bb34c73,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,J,a taught about a email,GP-A-A2,the principal taught the policy emailed the teacher.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher,0
Final,63469143e387d7c210f0e832,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,nothing %0a,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,5d519a9df20feb00180b62bc,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,nothing,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,56e32190e414dc000c8b40ae,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,a cab ride,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,5f778d553167a12eae0e1c00,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,booked a flight,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,5dd05d80b2204f1487f7812c,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,he booked a flight,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,59b555702a78fd00010b86d4,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,a flight booking,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,61015f63f9a351d3171a0f98,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J, book a flight,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,6089cd0a1c1541c29bb34c73,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,J,a flight ,GP-A-A2,the traveller booked the flight spotted a cab driver.,What did the traveller get?,,"booked the flight
the flight","booked the flight
the flight
booked the flight
flight",booked the flight,35,F,the traveller booked the flight,the traveller,a cab driver,0
Final,63469143e387d7c210f0e832,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation ,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,5d519a9df20feb00180b62bc,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,56e32190e414dc000c8b40ae,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,5f778d553167a12eae0e1c00,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,5dd05d80b2204f1487f7812c,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,59b555702a78fd00010b86d4,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,a hug and an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,0
Final,61015f63f9a351d3171a0f98,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,an invitation,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,1
Final,6089cd0a1c1541c29bb34c73,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,J,a hugg,LC-U-A2,the tutor hugged the boy who was sent an invitation.,What did the boy get?,"x
get -> do","an invitation
an invitation","an invitation
sent an invitation
an invitation",an invitation,38,F,the boy who was sent an invitation,the boy,the tutor,0
Final,63469143e387d7c210f0e832,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,a free drink ,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,5d519a9df20feb00180b62bc,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,nothing,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,0
Final,56e32190e414dc000c8b40ae,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,a free drink,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,5f778d553167a12eae0e1c00,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,a free drink,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,5dd05d80b2204f1487f7812c,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,offered a free drink,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,59b555702a78fd00010b86d4,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,a free drink,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,61015f63f9a351d3171a0f98,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,a free drink,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,6089cd0a1c1541c29bb34c73,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,J,free drink ,GP-A-A2,the woman offered a free drink winked at the bartender.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,63469143e387d7c210f0e832,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,nothing ,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,0
Final,5d519a9df20feb00180b62bc,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,nothing? made a note though,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,0
Final,56e32190e414dc000c8b40ae,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,5f778d553167a12eae0e1c00,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,5dd05d80b2204f1487f7812c,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,59b555702a78fd00010b86d4,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,61015f63f9a351d3171a0f98,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,6089cd0a1c1541c29bb34c73,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,J,a note,GP-A-A2,the girl passed a note tattled on the classmate.,What did the girl get?,,"passed a note
a note","passed a note
a note
passed a note
note",passed a note,34,F,the girl passed a note,the girl,the classmate,1
Final,63469143e387d7c210f0e832,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spotted the traveller %0a,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,5d519a9df20feb00180b62bc,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,booked a flight,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,56e32190e414dc000c8b40ae,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spotted the passenger,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,5f778d553167a12eae0e1c00,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spot the traveller,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,5dd05d80b2204f1487f7812c,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,booked a flight,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,59b555702a78fd00010b86d4,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spot a traveller,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,0
Final,61015f63f9a351d3171a0f98,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spotted the traveller,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,1
Final,6089cd0a1c1541c29bb34c73,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,J,spotted the traveller,LC-U-A1,a cab driver spotted the traveller who was booked the flight.,What did the cab driver do?,,"spotted the traveller
spotted the traveller who was booked the flight","spotted the traveller
spotted the traveller who was booked the flight
spotted",spotted the traveller,13,F,the traveller who was booked the flight,the traveller,a cab driver,1
Final,63469143e387d7c210f0e832,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear %0a,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,0
Final,5d519a9df20feb00180b62bc,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,56e32190e414dc000c8b40ae,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,5f778d553167a12eae0e1c00,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,5dd05d80b2204f1487f7812c,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,59b555702a78fd00010b86d4,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,61015f63f9a351d3171a0f98,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,nothing,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,0
Final,6089cd0a1c1541c29bb34c73,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,J,a stuffed bear ,GP-A-A2,the girl won a stuffed bear ignored the carnival worker.,What did the girl get?,,"won a stuffed bear
a stuffed bear","won a stuffed bear
a stuffed bear
won a stuffed bear
stuffed bear",won a stuffed bear,37,F,the girl won a stuffed bear,the girl,the carnival worker,1
Final,63469143e387d7c210f0e832,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink %0a,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,0
Final,5d519a9df20feb00180b62bc,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,offered a free drink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,56e32190e414dc000c8b40ae,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,5f778d553167a12eae0e1c00,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,5dd05d80b2204f1487f7812c,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,1
Final,59b555702a78fd00010b86d4,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,J,a free drink and a wink,LC-A-A2,the bartender winked at the woman offered a free drink.,What did the woman get?,,"offered a free drink
a free drink","offered a free drink
a free drink
offered a free drink
free drink",offered a free drink,34,F,the woman offered a free drink,the woman,the bartender,0
