code,context,question,fix,answers.all.A,answers.all.B,answers.text,answers.start_index,fact or implied,NP-RC,NP-RC edit,NP-NRC
GP-A-PM,the old man awarded the prize embraced a friend.,Who was embraced?,,a friend,"a friend
friend",a friend,39,F,the old man awarded the prize,the old man,a friend
GP-A-PE,the old man awarded the prize embraced a friend.,Who was awarded the prize?,,"the old man awarded the prize
the old man","the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,0,F,the old man awarded the prize,the old man,a friend
GP-A-A1,the old man awarded the prize embraced a friend.,What did the old man do?,,embraced a friend,"embraced a friend
embraced",embraced a friend,30,F,the old man awarded the prize,the old man,a friend
LC-A-AM,a friend embraced the old man awarded the prize.,Who embraced the old man?,,a friend,"a friend
friend",a friend,0,F,the old man awarded the prize,the old man,a friend
LC-A-PM,a friend embraced the old man awarded the prize.,Who was embraced?,,"the old man awarded the prize
the old man","the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,18,F,the old man awarded the prize,the old man,a friend
LC-A-PE,a friend embraced the old man awarded the prize.,Who was awarded the prize?,,the old man,"the old man
old man",the old man,18,F,the old man awarded the prize,the old man,a friend
LC-A-A2,the boy scout thanked the pack leader knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,38,F,the pack leader knitted a scarf,the pack leader,the boy scout
LC-A-A1,a friend embraced the old man awarded the prize.,What did a friend do?,,"embraced the old man
embraced the old man awarded the prize","embraced the old man
embraced the old man awarded the prize
embraced",embraced the old man,9,F,the old man awarded the prize,the old man,a friend
GP-A-AM,the old man awarded the prize embraced a friend.,Who embraced a friend?,,"the old man awarded the prize
the old man","the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,0,F,the old man awarded the prize,the old man,a friend
GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,,"the old man who was awarded the prize
the old man","the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0,F,the old man who was awarded the prize,the old man,a friend
GP-U-PM,the old man who was awarded the prize embraced a friend.,Who was embraced?,,a friend,"a friend
friend",a friend,47,F,the old man who was awarded the prize,the old man,a friend
GP-U-PE,the old man who was awarded the prize embraced a friend.,Who was awarded the prize?,,"the old man who was awarded the prize
the old man","the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0,F,the old man who was awarded the prize,the old man,a friend
GP-U-A1,the old man who was awarded the prize embraced a friend.,What did the old man do?,,embraced a friend,"embraced a friend
embraced",embraced a friend,38,F,the old man who was awarded the prize,the old man,a friend
LC-U-AM,a friend embraced the old man who was awarded the prize.,Who embraced the old man?,,a friend,"a friend
friend",a friend,0,F,the old man who was awarded the prize,the old man,a friend
LC-U-PM,a friend embraced the old man who was awarded the prize.,Who was embraced?,,"the old man who was awarded the prize
the old man","the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,18,F,the old man who was awarded the prize,the old man,a friend
LC-U-PE,a friend embraced the old man who was awarded the prize.,Who was awarded the prize?,,the old man,"the old man
old man",the old man,18,F,the old man who was awarded the prize,the old man,a friend
LC-U-A2,a friend embraced the old man who was awarded the prize.,What did the old man get?,,"awarded the prize
the prize","awarded the prize
the prize
awarded the prize
prize",awarded the prize,38,F,the old man who was awarded the prize,the old man,a friend
LC-U-A1,a friend embraced the old man who was awarded the prize.,What did a friend do?,,"embraced the old man
embraced the old man who was awarded the prize","embraced the old man
embraced the old man who was awarded the prize
embraced",embraced the old man,9,F,the old man who was awarded the prize,the old man,a friend
GP-A-PM,the pack leader knitted a scarf thanked the boy scout.,Who was thanked?,,the boy scout,"the boy scout
boy scout",the boy scout,40,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-A-PE,the pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?,,"the pack leader knitted a scarf
the pack leader","the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader,0,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-A-A1,the pack leader knitted a scarf thanked the boy scout.,What did the pack leader do?,,thanked the boy scout,thanked the boy scout,thanked the boy scout,32,F,the pack leader knitted a scarf,the pack leader,the boy scout
LC-A-AM,the boy scout thanked the pack leader knitted a scarf.,Who thanked the pack leader?,,the boy scout,"the boy scout
boy scout",the boy scout,0,F,the pack leader knitted a scarf,the pack leader,the boy scout
LC-A-PM,the boy scout thanked the pack leader knitted a scarf.,Who was thanked?,,"the pack leader knitted a scarf
the pack leader","the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader,22,F,the pack leader knitted a scarf,the pack leader,the boy scout
LC-A-PE,the boy scout thanked the pack leader knitted a scarf.,Who was knitted a scarf?,,the pack leader,"the pack leader
pack leader",the pack leader,22,F,the pack leader knitted a scarf,the pack leader,the boy scout
LC-A-A2,the other team interfered with the player tossed the ball.,What did the player get?,,"tossed the ball
the ball","tossed the ball
the ball
tossed the ball
ball",tossed the ball,42,F,the player tossed the ball,the player,the other team
LC-A-A1,the boy scout thanked the pack leader knitted a scarf.,What did the boy scout do?,,"thanked the pack leader
thanked the pack leader knitted a scarf","thanked the pack leader
thanked the pack leader knitted a scarf",thanked the pack leader,14,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-A-AM,the pack leader knitted a scarf thanked the boy scout.,Who thanked the boy scout?,,"the pack leader knitted a scarf
the pack leader","the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader,0,F,the pack leader knitted a scarf,the pack leader,the boy scout
GP-U-AM,the pack leader who was knitted a scarf thanked the boy scout.,Who thanked the boy scout?,,"the pack leader who was knitted a scarf
the pack leader","the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,0,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
GP-U-PM,the pack leader who was knitted a scarf thanked the boy scout.,Who was thanked?,,the boy scout,"the boy scout
boy scout",the boy scout,48,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
GP-U-PE,the pack leader who was knitted a scarf thanked the boy scout.,Who was knitted a scarf?,,"the pack leader who was knitted a scarf
the pack leader","the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,0,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
GP-U-A1,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack leader do?,,thanked the boy scout,thanked the boy scout,thanked the boy scout,40,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
LC-U-AM,the boy scout thanked the pack leader who was knitted a scarf.,Who thanked the pack leader?,,the boy scout,"the boy scout
boy scout",the boy scout,0,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
LC-U-PM,the boy scout thanked the pack leader who was knitted a scarf.,Who was thanked?,,"the pack leader who was knitted a scarf
the pack leader","the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,22,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
LC-U-PE,the boy scout thanked the pack leader who was knitted a scarf.,Who was knitted a scarf?,,the pack leader,"the pack leader
pack leader",the pack leader,22,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,,"knitted a scarf
a scarf","knitted a scarf
a scarf
knitted a scarf
scarf",knitted a scarf,46,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
LC-U-A1,the boy scout thanked the pack leader who was knitted a scarf.,What did the boy scout do?,,"thanked the pack leader
thanked the pack leader who was knitted a scarf","thanked the pack leader
thanked the pack leader who was knitted a scarf",thanked the pack leader,14,F,the pack leader who was knitted a scarf,the pack leader,the boy scout
GP-A-PM,the player tossed the ball interfered with the other team.,Who was interfered with?,,the other team,"the other team
other team",the other team,43,F,the player tossed the ball,the player,the other team
GP-A-PE,the player tossed the ball interfered with the other team.,Who was tossed the ball?,,"the player tossed the ball
the player","the player tossed the ball
the player
player tossed the ball
player",the player,0,F,the player tossed the ball,the player,the other team
GP-A-A1,the player tossed the ball interfered with the other team.,What did the player do?,,interfered with the other team,"interfered with the other team
interfered",interfered with the other team,27,F,the player tossed the ball,the player,the other team
GP-A-AM,the player tossed the ball interfered with the other team.,Who interfered?,,"the player tossed the ball
the player","the player tossed the ball
the player
player tossed the ball
player",the player,0,F,the player tossed the ball,the player,the other team
GP-U-AM,the player who was tossed the ball interfered with the other team.,Who interfered?,,"the player who was tossed the ball
the player","the player who was tossed the ball
the player
player who was tossed the ball
player",the player,0,F,the player who was tossed the ball,the player,the other team
GP-U-PM,the player who was tossed the ball interfered with the other team.,Who was interfered with?,,the other team,"the other team
other team",the other team,51,F,the player who was tossed the ball,the player,the other team
GP-U-PE,the player who was tossed the ball interfered with the other team.,Who was tossed the ball?,,"the player who was tossed the ball
the player","the player who was tossed the ball
the player
player who was tossed the ball
player",the player,0,F,the player who was tossed the ball,the player,the other team
GP-U-A1,the player who was tossed the ball interfered with the other team.,What did the player do?,,interfered with the other team,"interfered with the other team
interfered",interfered with the other team,35,F,the player who was tossed the ball,the player,the other team
GP-A-PM,the priest mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,39,F,the priest mailed a request,the priest,the cardinal
GP-A-PE,the priest mailed a request telephoned the cardinal.,Who was mailed a request?,,"the priest mailed a request
the priest","the priest mailed a request
the priest
priest mailed a request
priest",the priest,0,F,the priest mailed a request,the priest,the cardinal
GP-A-A1,the priest mailed a request telephoned the cardinal.,What did the priest do?,,telephoned the cardinal,"telephoned the cardinal
telephoned",telephoned the cardinal,28,F,the priest mailed a request,the priest,the cardinal
LC-A-AM,the cardinal telephoned the priest mailed a request.,Who telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,0,F,the priest mailed a request,the priest,the cardinal
LC-A-PM,the cardinal telephoned the priest mailed a request.,Who was telephoned?,,"the priest mailed a request
the priest","the priest mailed a request
the priest
priest mailed a request
priest",the priest,24,F,the priest mailed a request,the priest,the cardinal
LC-A-PE,the cardinal telephoned the priest mailed a request.,Who was mailed a request?,,the priest,"the priest
priest",the priest,24,F,the priest mailed a request,the priest,the cardinal
LC-A-A2,the cardinal telephoned the priest mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,35,F,the priest mailed a request,the priest,the cardinal
LC-A-A1,the cardinal telephoned the priest mailed a request.,What did the cardinal do?,,"telephoned the priest
telephoned the priest mailed a request","telephoned the priest
telephoned the priest mailed a request
telephoned",telephoned the priest,13,F,the priest mailed a request,the priest,the cardinal
GP-A-AM,the priest mailed a request telephoned the cardinal.,Who telephoned?,,"the priest mailed a request
the priest","the priest mailed a request
the priest
priest mailed a request
priest",the priest,0,F,the priest mailed a request,the priest,the cardinal
GP-U-AM,the priest who was mailed a request telephoned the cardinal.,Who telephoned?,,"the priest who was mailed a request
the priest","the priest who was mailed a request
the priest
priest who was mailed a request
priest",the priest,0,F,the priest who was mailed a request,the priest,the cardinal
GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,47,F,the priest who was mailed a request,the priest,the cardinal
GP-U-PE,the priest who was mailed a request telephoned the cardinal.,Who was mailed a request?,,"the priest who was mailed a request
the priest","the priest who was mailed a request
the priest
priest who was mailed a request
priest",the priest,0,F,the priest who was mailed a request,the priest,the cardinal
GP-U-A1,the priest who was mailed a request telephoned the cardinal.,What did the priest do?,,telephoned the cardinal,"telephoned the cardinal
telephoned",telephoned the cardinal,36,F,the priest who was mailed a request,the priest,the cardinal
LC-U-AM,the cardinal telephoned the priest who was mailed a request.,Who telephoned?,,the cardinal,"the cardinal
cardinal",the cardinal,0,F,the priest who was mailed a request,the priest,the cardinal
LC-U-PM,the cardinal telephoned the priest who was mailed a request.,Who was telephoned?,,"the priest who was mailed a request
the priest","the priest who was mailed a request
the priest
priest who was mailed a request
priest",the priest,24,F,the priest who was mailed a request,the priest,the cardinal
LC-U-PE,the cardinal telephoned the priest who was mailed a request.,Who was mailed a request?,,the priest,"the priest
priest",the priest,24,F,the priest who was mailed a request,the priest,the cardinal
LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,,"mailed a request
a request","mailed a request
a request
mailed a request
request",mailed a request,43,F,the priest who was mailed a request,the priest,the cardinal
LC-U-A1,the cardinal telephoned the priest who was mailed a request.,What did the cardinal do?,,"telephoned the priest
telephoned the priest who was mailed a request","telephoned the priest
telephoned the priest who was mailed a request
telephoned",telephoned the priest,13,F,the priest who was mailed a request,the priest,the cardinal
GP-A-PM,the principal taught the policy emailed the teacher.,Who was emailed?,,the teacher,"the teacher
teacher",the teacher,40,F,the principal taught the policy,the principal,the teacher
GP-A-PE,the principal taught the policy emailed the teacher.,Who was taught the policy?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,0,F,the principal taught the policy,the principal,the teacher
GP-A-A1,the principal taught the policy emailed the teacher.,What did the principal do?,,emailed the teacher,"emailed the teacher
emailed",emailed the teacher,32,F,the principal taught the policy,the principal,the teacher
LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,,the teacher,"the teacher
teacher",the teacher,0,F,the principal taught the policy,the principal,the teacher
LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,20,F,the principal taught the policy,the principal,the teacher
LC-A-PE,the teacher emailed the principal taught the policy.,Who was taught the policy?,,the principal,"the principal
principal",the principal,20,F,the principal taught the policy,the principal,the teacher
LC-A-A2,the teacher emailed the principal taught the policy.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,34,F,the principal taught the policy,the principal,the teacher
LC-A-A1,the teacher emailed the principal taught the policy.,What did the teacher do?,,"emailed the principal
emailed the principal taught the policy","emailed the principal
emailed the principal taught the policy
emailed",emailed the principal,12,F,the principal taught the policy,the principal,the teacher
GP-A-AM,the principal taught the policy emailed the teacher.,Who emailed?,,"the principal taught the policy
the principal","the principal taught the policy
the principal
principal taught the policy
principal",the principal,0,F,the principal taught the policy,the principal,the teacher
GP-U-AM,the principal who was taught the policy emailed the teacher.,Who emailed?,,"the principal who was taught the policy
the principal","the principal who was taught the policy
the principal
principal who was taught the policy
principal",the principal,0,F,the principal who was taught the policy,the principal,the teacher
GP-U-PM,the principal who was taught the policy emailed the teacher.,Who was emailed?,,the teacher,"the teacher
teacher",the teacher,48,F,the principal who was taught the policy,the principal,the teacher
GP-U-PE,the principal who was taught the policy emailed the teacher.,Who was taught the policy?,,"the principal who was taught the policy
the principal","the principal who was taught the policy
the principal
principal who was taught the policy
principal",the principal,0,F,the principal who was taught the policy,the principal,the teacher
GP-U-A1,the principal who was taught the policy emailed the teacher.,What did the principal do?,,emailed the teacher,"emailed the teacher
emailed",emailed the teacher,40,F,the principal who was taught the policy,the principal,the teacher
LC-U-AM,the teacher emailed the principal who was taught the policy.,Who emailed?,,the teacher,"the teacher
teacher",the teacher,0,F,the principal who was taught the policy,the principal,the teacher
LC-U-PM,the teacher emailed the principal who was taught the policy.,Who was emailed?,,"the principal who was taught the policy
the principal","the principal who was taught the policy
the principal
principal who was taught the policy
principal",the principal,20,F,the principal who was taught the policy,the principal,the teacher
LC-U-PE,the teacher emailed the principal who was taught the policy.,Who was taught the policy?,,the principal,"the principal
principal",the principal,20,F,the principal who was taught the policy,the principal,the teacher
LC-U-A2,the teacher emailed the principal who was taught the policy.,What did the principal get?,,"taught the policy
the policy","taught the policy
the policy
taught the policy
policy",taught the policy,42,F,the principal who was taught the policy,the principal,the teacher
LC-U-A1,the teacher emailed the principal who was taught the policy.,What did the teacher do?,,"emailed the principal
emailed the principal who was taught the policy","emailed the principal
emailed the principal who was taught the policy
emailed",emailed the principal,12,F,the principal who was taught the policy,the principal,the teacher
GP-A-PM,the prisoner procured a weekend pass whispered to the guard.,Who was whispered to?,,the guard,"the guard
guard",the guard,50,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-A-PE,the prisoner procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,,"the prisoner procured a weekend pass
the prisoner","the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the prisoner,0,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-A-A1,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner do?,,whispered to the guard,"whispered to the guard
whispered",whispered to the guard,37,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-A-AM,the prisoner procured a weekend pass whispered to the guard.,Who whispered?,,"the prisoner procured a weekend pass
the prisoner","the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the prisoner,0,F,the prisoner procured a weekend pass,the prisoner,the guard
GP-U-AM,the prisoner who was procured a weekend pass whispered to the guard.,Who whispered?,,"the prisoner who was procured a weekend pass
the prisoner","the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the prisoner,0,F,the prisoner who was procured a weekend pass,the prisoner,the guard
GP-U-PM,the prisoner who was procured a weekend pass whispered to the guard.,Who was whispered to?,,the guard,"the guard
guard",the guard,58,F,the prisoner who was procured a weekend pass,the prisoner,the guard
GP-U-PE,the prisoner who was procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,,"the prisoner who was procured a weekend pass
the prisoner","the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the prisoner,0,F,the prisoner who was procured a weekend pass,the prisoner,the guard
GP-U-A1,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner do?,,whispered to the guard,"whispered to the guard
whispered",whispered to the guard,45,F,the prisoner who was procured a weekend pass,the prisoner,the guard
GP-A-PM,the reporter told the rumour yelled at the witness.,Who was yelled at?,,the witness,"the witness
witness",the witness,39,F,the reporter told the rumour,the reporter,the witness
GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness
GP-A-A1,the reporter told the rumour yelled at the witness.,What did the reporter do?,,yelled at the witness,"yelled at the witness
yelled",yelled at the witness,29,F,the reporter told the rumour,the reporter,the witness
GP-A-AM,the reporter told the rumour yelled at the witness.,Who yelled?,,"the reporter told the rumour
the reporter","the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter,0,F,the reporter told the rumour,the reporter,the witness
GP-U-AM,the reporter who was told the rumour yelled at the witness.,Who yelled?,,"the reporter who was told the rumour
the reporter","the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter",the reporter,0,F,the reporter who was told the rumour,the reporter,the witness
GP-U-PM,the reporter who was told the rumour yelled at the witness.,Who was yelled at?,,the witness,"the witness
witness",the witness,47,F,the reporter who was told the rumour,the reporter,the witness
GP-U-PE,the reporter who was told the rumour yelled at the witness.,Who was told the rumour?,,"the reporter who was told the rumour
the reporter","the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter",the reporter,0,F,the reporter who was told the rumour,the reporter,the witness
GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,,yelled at the witness,"yelled at the witness
yelled",yelled at the witness,37,F,the reporter who was told the rumour,the reporter,the witness
GP-A-PM,the scientist shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,48,F,the scientist shipped critical supplies,the scientist,the tribesmen
GP-A-PE,the scientist shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,,"the scientist shipped critical supplies
the scientist","the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist,0,F,the scientist shipped critical supplies,the scientist,the tribesmen
GP-A-A1,the scientist shipped critical supplies admired the tribesmen.,What did the scientist do?,,admired the tribesmen,"admired the tribesmen
admired",admired the tribesmen,40,F,the scientist shipped critical supplies,the scientist,the tribesmen
LC-A-AM,the tribesmen admired the scientist shipped critical supplies.,Who admired the scientist?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,0,F,the scientist shipped critical supplies,the scientist,the tribesmen
LC-A-PM,the tribesmen admired the scientist shipped critical supplies.,Who was admired?,,"the scientist shipped critical supplies
the scientist","the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist,22,F,the scientist shipped critical supplies,the scientist,the tribesmen
LC-A-PE,the tribesmen admired the scientist shipped critical supplies.,Who was shipped critical supplies?,,the scientist,"the scientist
scientist",the scientist,22,F,the scientist shipped critical supplies,the scientist,the tribesmen
LC-A-A2,the guard whispered to the prisoner procured a weekend pass.,What did the prisoner get?,,"procured a weekend pass
a weekend pass","procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",procured a weekend pass,36,F,the prisoner procured a weekend pass,the prisoner,the guard
LC-A-A1,the tribesmen admired the scientist shipped critical supplies.,What did the tribesmen do?,,"admired the scientist
admired the scientist shipped critical supplies","admired the scientist
admired the scientist shipped critical supplies
admired",admired the scientist,14,F,the scientist shipped critical supplies,the scientist,the tribesmen
GP-A-AM,the scientist shipped critical supplies admired the tribesmen.,Who admired the tribesman?,,"the scientist shipped critical supplies
the scientist","the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist,0,F,the scientist shipped critical supplies,the scientist,the tribesmen
GP-U-AM,the scientist who was shipped critical supplies admired the tribesmen.,Who admired the tribesman?,,"the scientist who was shipped critical supplies
the scientist","the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist,0,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,56,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
GP-U-PE,the scientist who was shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,,"the scientist who was shipped critical supplies
the scientist","the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist,0,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
GP-U-A1,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist do?,,admired the tribesmen,"admired the tribesmen
admired",admired the tribesmen,48,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
LC-U-AM,the tribesmen admired the scientist who was shipped critical supplies.,Who admired the scientist?,,the tribesmen,"the tribesmen
tribesmen",the tribesmen,0,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
LC-U-PM,the tribesmen admired the scientist who was shipped critical supplies.,Who was admired?,,"the scientist who was shipped critical supplies
the scientist","the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist,22,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
LC-U-PE,the tribesmen admired the scientist who was shipped critical supplies.,Who was shipped critical supplies?,,the scientist,"the scientist
scientist",the scientist,22,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
LC-U-A2,the tribesmen admired the scientist who was shipped critical supplies.,What did the scientist get?,,"shipped critical supplies
critical supplies","shipped critical supplies
critical supplies",shipped critical supplies,44,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
LC-U-A1,the tribesmen admired the scientist who was shipped critical supplies.,What did the tribesmen do?,,"admired the scientist
admired the scientist who was shipped critical supplies","admired the scientist
admired the scientist who was shipped critical supplies
admired",admired the scientist,14,F,the scientist who was shipped critical supplies,the scientist,the tribesmen
GP-A-PM,the secretary poured a beer chatted up the lawyer.,Who was chatted up?,,the lawyer,"the lawyer
lawyer",the lawyer,39,F,the secretary poured a beer,the secretary,the lawyer
GP-A-PE,the secretary poured a beer chatted up the lawyer.,Who was poured a beer?,,"the secretary poured a beer
the secretary","the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,0,F,the secretary poured a beer,the secretary,the lawyer
GP-A-A1,the secretary poured a beer chatted up the lawyer.,What did the secretary do?,,chatted up the lawyer,"chatted up the lawyer
chatted
chatted up",chatted up the lawyer,28,F,the secretary poured a beer,the secretary,the lawyer
GP-A-AM,the secretary poured a beer chatted up the lawyer.,Who chatted up the lawyer?,,"the secretary poured a beer
the secretary","the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,0,F,the secretary poured a beer,the secretary,the lawyer
GP-U-AM,the secretary who was poured a beer chatted up the lawyer.,Who chatted up the lawyer?,,"the secretary who was poured a beer
the secretary","the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,0,F,the secretary who was poured a beer,the secretary,the lawyer
GP-U-PM,the secretary who was poured a beer chatted up the lawyer.,Who was chatted up?,,the lawyer,"the lawyer
lawyer",the lawyer,47,F,the secretary who was poured a beer,the secretary,the lawyer
GP-U-PE,the secretary who was poured a beer chatted up the lawyer.,Who was poured a beer?,,"the secretary who was poured a beer
the secretary","the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,0,F,the secretary who was poured a beer,the secretary,the lawyer
GP-U-A1,the secretary who was poured a beer chatted up the lawyer.,What did the secretary do?,,chatted up the lawyer,"chatted up the lawyer
chatted
chatted up",chatted up the lawyer,36,F,the secretary who was poured a beer,the secretary,the lawyer
GP-A-PM,the settlers built a log cabin thanked the neighbours.,Who was thanked?,,the neighbours,"the neighbours
neighbours",the neighbours,39,F,the settlers built a log cabin,the settlers,the neighbours
GP-A-PE,the settlers built a log cabin thanked the neighbours.,Who was built a log cabin?,,"the settlers built a log cabin
the settlers","the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the settlers,0,F,the settlers built a log cabin,the settlers,the neighbours
GP-A-A1,the settlers built a log cabin thanked the neighbours.,What did the settlers do?,,thanked the neighbours,thanked the neighbours,thanked the neighbours,31,F,the settlers built a log cabin,the settlers,the neighbours
LC-A-AM,the neighbours thanked the settlers built a log cabin.,Who thanked the settlers?,,the neighbours,"the neighbours
neighbours",the neighbours,0,F,the settlers built a log cabin,the settlers,the neighbours
LC-A-PM,the neighbours thanked the settlers built a log cabin.,Who was thanked?,,"the settlers built a log cabin
the settlers","the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the settlers,23,F,the settlers built a log cabin,the settlers,the neighbours
LC-A-PE,the neighbours thanked the settlers built a log cabin.,Who was built a log cabin?,,the settlers,"the settlers
settlers",the settlers,23,F,the settlers built a log cabin,the settlers,the neighbours
LC-A-A2,the witness yelled at the reporter told the rumour.,What did the reporter get?,,"told the rumour
the rumour","told the rumour
the rumour
told the rumour
rumour",told the rumour,35,F,the reporter told the rumour,the reporter,the witness
LC-A-A1,the neighbours thanked the settlers built a log cabin.,What did the neighbours do?,,"thanked the settlers
thanked the settlers built a log cabin","thanked the settlers
thanked the settlers built a log cabin",thanked the settlers,15,F,the settlers built a log cabin,the settlers,the neighbours
GP-A-AM,the settlers built a log cabin thanked the neighbours.,Who thanked the neighbours?,,"the settlers built a log cabin
the settlers","the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the settlers,0,F,the settlers built a log cabin,the settlers,the neighbours
GP-U-AM,the settlers who were built a log cabin thanked the neighbours.,Who thanked the neighbours?,,"the settlers who were built a log cabin
the settlers","the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the settlers,0,F,the settlers who were built a log cabin,the settlers,the neighbours
GP-U-PM,the settlers who were built a log cabin thanked the neighbours.,Who was thanked?,,the neighbours,"the neighbours
neighbours",the neighbours,48,F,the settlers who were built a log cabin,the settlers,the neighbours
GP-U-PE,the settlers who were built a log cabin thanked the neighbours.,Who was built a log cabin?,,"the settlers who were built a log cabin
the settlers","the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the settlers,0,F,the settlers who were built a log cabin,the settlers,the neighbours
