Code,Context,Question,Answer,Model_Ans,Score,Correct
LC-U-A1,the dean visited the instructor who was submitted the plagiarized papers.,What did the dean do?,"visited the instructor
visited the instructor who was submitted the plagiarized papers
visited",visited the instructor,0.35435813665390015,1
GP-A-PM,the manager prepared the report praised the employees.,Who was praised?,"the employees
employees",the employees,0.15863946080207825,1
GP-A-PE,the manager prepared the report praised the employees.,Who was prepared the report?,"the manager prepared the report
the manager
manager prepared the report
manager",the manager,0.054438963532447815,1
GP-A-A1,the manager prepared the report praised the employees.,What did the manager do?,"praised the employees
praised",prepared the report praised the employees,0.36385178565979004,0
LC-A-AM,the employees praised the manager prepared the report.,Who praised the manager?,"the employees
employees",the employees,0.01440899632871151,1
LC-A-PM,the employees praised the manager prepared the report.,Who was praised?,"the manager prepared the report
the manager
manager prepared the report
manager",the manager prepared the report,0.0011747176758944988,1
LC-A-PE,the employees praised the manager prepared the report.,Who was prepared the report?,"the manager
manager",the employees praised the manager,0.07955832779407501,0
LC-A-A2,the mailman envied the neighbour crocheted a blanket.,What did the neighbor get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket",a blanket,0.3057613968849182,1
LC-A-A1,the employees praised the manager prepared the report.,What did the employees do?,"praised the manager
praised the manager prepared the report
praised",praised the manager prepared the report,0.07131198793649673,1
GP-A-AM,the manager prepared the report praised the employees.,Who praised the employees?,"the manager prepared the report
the manager
manager prepared the report
manager",the manager,0.22467145323753357,1
GP-U-AM,the manager who was prepared the report praised the employees.,Who praised the employees?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager",the manager,0.12209270894527435,1
GP-U-PM,the manager who was prepared the report praised the employees.,Who was praised?,"the employees
employees",the employees,0.12674303352832794,1
GP-U-PE,the manager who was prepared the report praised the employees.,Who was prepared the report?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager",the manager,0.4304214417934418,1
GP-U-A1,the manager who was prepared the report praised the employees.,What did the manager do?,"praised the employees
praised",praised the employees,0.16322697699069977,1
LC-U-AM,the employees praised the manager who was prepared the report.,Who praised the manager?,"the employees
employees",the employees,0.03227224573493004,1
LC-U-PM,the employees praised the manager who was prepared the report.,Who was praised?,"the manager who was prepared the report
the manager
manager who was prepared the report
manager",the manager who was prepared the report,0.001193268341012299,1
LC-U-PE,the employees praised the manager who was prepared the report.,Who was prepared the report?,"the manager
manager",the manager,0.6375282406806946,1
LC-U-A2,the employees praised the manager who was prepared the report.,What did the manager get?,"prepared the report
the report
prepared the report
report",the employees praised the manager who was prepared the report,0.01954093761742115,0
LC-U-A1,the employees praised the manager who was prepared the report.,What did the employees do?,"praised the manager
praised the manager who was prepared the report
praised",praised the manager who was prepared the report,0.3741578757762909,1
GP-A-PM,the millionaire sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker",the banker,0.7329291701316833,1
GP-A-PE,the millionaire sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire",the millionaire sculpted a statue bragged to the banker,0.006500210613012314,0
GP-A-A1,the millionaire sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged",sculpted a statue bragged to the banker.,0.3218451142311096,0
GP-A-AM,the millionaire sculpted a statue bragged to the banker.,Who bragged?,"the millionaire sculpted a statue
the millionaire
millionaire sculpted a statue
millionaire",the banker,0.10800023376941681,0
GP-U-AM,the millionaire who was sculpted a statue bragged to the banker.,Who bragged?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire who was sculpted a statue bragged to the banker,0.16368556022644043,0
GP-U-PM,the millionaire who was sculpted a statue bragged to the banker.,Who was bragged to?,"the banker
banker",the banker,0.6513135433197021,1
GP-U-PE,the millionaire who was sculpted a statue bragged to the banker.,Who was sculpted a statue?,"the millionaire who was sculpted a statue
the millionaire
millionaire who was sculpted a statue
millionaire",the millionaire,0.07591725885868073,1
GP-U-A1,the millionaire who was sculpted a statue bragged to the banker.,What did the millionaire do?,"bragged to the banker
bragged",bragged,0.5309309959411621,1
GP-A-PM,the neighbour crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman",the mailman,0.44299188256263733,1
GP-A-PE,the neighbour crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour",neighbour,0.11351554095745087,1
GP-A-A1,the neighbour crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied",crocheted a blanket,0.6071125268936157,0
LC-A-AM,the mailman envied the neighbour crocheted a blanket.,Who envied the neighbour?,"the mailman
mailman",the mailman,0.016431253403425217,1
LC-A-PM,the mailman envied the neighbour crocheted a blanket.,Who was envied?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour",the mailman,0.010225935839116573,0
LC-A-PE,the mailman envied the neighbour crocheted a blanket.,Who was crocheted a blanket?,"the neighbour
neighbour",neighbour,0.4226219952106476,1
LC-A-A2,a friend embraced the old man awarded the prize.,What did the old man get?,"awarded the prize
the prize
awarded the prize
prize",prize,0.1923598051071167,1
LC-A-A1,the mailman envied the neighbour crocheted a blanket.,What did the mailman do?,"envied the neighbour
envied the neighbour crocheted a blanket
envied",crocheted a blanket,0.5968326330184937,0
GP-A-AM,the neighbour crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour crocheted a blanket
the neighbour
neighbour crocheted a blanket
neighbour",the neighbour,0.12602804601192474,1
GP-U-AM,the neighbour who was crocheted a blanket envied the mailman.,Who envied the mailman?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour",the neighbour,0.5675973296165466,1
GP-U-PM,the neighbour who was crocheted a blanket envied the mailman.,Who was envied?,"the mailman
mailman",the mailman,0.3137187063694,1
GP-U-PE,the neighbour who was crocheted a blanket envied the mailman.,Who was crocheted a blanket?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour",neighbour,0.5063526630401611,1
GP-U-A1,the neighbour who was crocheted a blanket envied the mailman.,What did the neighbor do?,"envied the mailman
envied",crocheted a blanket,0.7099233865737915,0
LC-U-AM,the mailman envied the neighbour who was crocheted a blanket.,Who envied the neighbour?,"the mailman
mailman",the mailman,0.002827973570674658,1
LC-U-PM,the mailman envied the neighbour who was crocheted a blanket.,Who was envied?,"the neighbour who was crocheted a blanket
the neighbour
neighbour who was crocheted a blanket
neighbour",the neighbour,0.03311678022146225,1
LC-U-PE,the mailman envied the neighbour who was crocheted a blanket.,Who was crocheted a blanket?,"the neighbour
neighbour",the neighbour,0.6148350834846497,1
LC-U-A2,the mailman envied the neighbour who was crocheted a blanket.,What did the neighbor get?,"crocheted a blanket
a blanket
crocheted a blanket
blanket",a blanket,0.4928518235683441,1
LC-U-A1,the mailman envied the neighbour who was crocheted a blanket.,What did the mailman do?,"envied the neighbour
envied the neighbour who was crocheted a blanket
envied",crocheted a blanket,0.2324773520231247,0
GP-A-PM,the old man awarded the prize embraced a friend.,Who was embraced?,"a friend
friend",a friend,0.6061111688613892,1
GP-A-PE,the old man awarded the prize embraced a friend.,Who was awarded the prize?,"the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,0.26056167483329773,1
GP-A-A1,the old man awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced",awarded the prize embraced a friend,0.018538812175393105,0
LC-A-AM,a friend embraced the old man awarded the prize.,Who embraced the old man?,"a friend
friend",a friend,0.21554920077323914,1
LC-A-PM,a friend embraced the old man awarded the prize.,Who was embraced?,"the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,0.09424812346696854,1
LC-A-PE,a friend embraced the old man awarded the prize.,Who was awarded the prize?,"the old man
old man",a,0.08526255190372467,0
LC-A-A2,the boy scout thanked the pack leader knitted a scarf.,What did the pack leader get?,"knitted a scarf
a scarf
knitted a scarf
scarf",a scarf,0.2830533981323242,1
LC-A-A1,a friend embraced the old man awarded the prize.,What did a friend do?,"embraced the old man
embraced the old man awarded the prize
embraced",embraced the old man awarded the prize,0.07894696295261383,1
GP-A-AM,the old man awarded the prize embraced a friend.,Who embraced a friend?,"the old man awarded the prize
the old man
old man awarded the prize
old man",the old man,0.546465277671814,1
GP-U-AM,the old man who was awarded the prize embraced a friend.,Who embraced a friend?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0.33097681403160095,1
GP-U-PM,the old man who was awarded the prize embraced a friend.,Who was embraced?,"a friend
friend",a friend,0.4643303453922272,1
GP-U-PE,the old man who was awarded the prize embraced a friend.,Who was awarded the prize?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",the old man,0.575427770614624,1
GP-U-A1,the old man who was awarded the prize embraced a friend.,What did the old man do?,"embraced a friend
embraced",embraced a friend,0.02547520026564598,1
LC-U-AM,a friend embraced the old man who was awarded the prize.,Who embraced the old man?,"a friend
friend",a friend,0.18042029440402985,1
LC-U-PM,a friend embraced the old man who was awarded the prize.,Who was embraced?,"the old man who was awarded the prize
the old man
old man who was awarded the prize
old man",a friend embraced the old man,0.01630202680826187,0
LC-U-PE,a friend embraced the old man who was awarded the prize.,Who was awarded the prize?,"the old man
old man",a friend embraced the old man,0.2868720293045044,0
LC-U-A2,a friend embraced the old man who was awarded the prize.,What did the old man get?,"awarded the prize
the prize
awarded the prize
prize",awarded the prize,0.5344486236572266,1
LC-U-A1,a friend embraced the old man who was awarded the prize.,What did a friend do?,"embraced the old man
embraced the old man who was awarded the prize
embraced",embraced the old man who was awarded the prize.,0.16923747956752777,1
GP-A-PM,the pack leader knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout",the boy scout,0.5729413032531738,1
GP-A-PE,the pack leader knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader knitted a scarf thanked the boy scout,0.06776341050863266,0
GP-A-A1,the pack leader knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout,knitted a scarf thanked the boy scout,0.20544326305389404,0
LC-A-AM,the boy scout thanked the pack leader knitted a scarf.,Who thanked the pack leader?,"the boy scout
boy scout",the boy scout,0.6145431399345398,1
LC-A-PM,the boy scout thanked the pack leader knitted a scarf.,Who was thanked?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader,0.17009931802749634,1
LC-A-PE,the boy scout thanked the pack leader knitted a scarf.,Who was knitted a scarf?,"the pack leader
pack leader",the boy scout,0.4237150251865387,0
LC-A-A2,the other team interfered with the player tossed the ball.,What did the player get?,"tossed the ball
the ball
tossed the ball
ball",interfered,0.0006249731522984803,0
LC-A-A1,the boy scout thanked the pack leader knitted a scarf.,What did the boy scout do?,"thanked the pack leader
thanked the pack leader knitted a scarf",knitted a scarf,0.7574583888053894,0
GP-A-AM,the pack leader knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader knitted a scarf
the pack leader
pack leader knitted a scarf
pack leader",the pack leader,0.5303554534912109,1
GP-U-AM,the pack leader who was knitted a scarf thanked the boy scout.,Who thanked the boy scout?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,0.7531418204307556,1
GP-U-PM,the pack leader who was knitted a scarf thanked the boy scout.,Who was thanked?,"the boy scout
boy scout",the boy scout,0.5357667803764343,1
GP-U-PE,the pack leader who was knitted a scarf thanked the boy scout.,Who was knitted a scarf?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,0.4591599106788635,1
GP-U-A1,the pack leader who was knitted a scarf thanked the boy scout.,What did the pack leader do?,thanked the boy scout,knitted a scarf,0.2721920609474182,0
LC-U-AM,the boy scout thanked the pack leader who was knitted a scarf.,Who thanked the pack leader?,"the boy scout
boy scout",the boy scout,0.46804624795913696,1
LC-U-PM,the boy scout thanked the pack leader who was knitted a scarf.,Who was thanked?,"the pack leader who was knitted a scarf
the pack leader
pack leader who was knitted a scarf
pack leader",the pack leader,0.33611002564430237,1
LC-U-PE,the boy scout thanked the pack leader who was knitted a scarf.,Who was knitted a scarf?,"the pack leader
pack leader",the pack leader,0.753389298915863,1
LC-U-A2,the boy scout thanked the pack leader who was knitted a scarf.,What did the pack leader get?,"knitted a scarf
a scarf
knitted a scarf
scarf",a scarf,0.8355181217193604,1
LC-U-A1,the boy scout thanked the pack leader who was knitted a scarf.,What did the boy scout do?,"thanked the pack leader
thanked the pack leader who was knitted a scarf",thanked the pack leader who was knitted a scarf,0.44440561532974243,1
GP-A-PM,the player tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team",the other team,0.6447827816009521,1
GP-A-PE,the player tossed the ball interfered with the other team.,Who was tossed the ball?,"the player tossed the ball
the player
player tossed the ball
player",the player tossed the ball interfered with the other team,0.08186835050582886,0
GP-A-A1,the player tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered",tossed the ball interfered with the other team.,0.34537360072135925,0
GP-A-AM,the player tossed the ball interfered with the other team.,Who interfered?,"the player tossed the ball
the player
player tossed the ball
player",the player tossed the ball interfered with the other team,0.03238296136260033,0
GP-U-AM,the player who was tossed the ball interfered with the other team.,Who interfered?,"the player who was tossed the ball
the player
player who was tossed the ball
player",the player who was tossed the ball interfered with the other team,0.06717566400766373,0
GP-U-PM,the player who was tossed the ball interfered with the other team.,Who was interfered with?,"the other team
other team",the other team,0.6141359806060791,1
GP-U-PE,the player who was tossed the ball interfered with the other team.,Who was tossed the ball?,"the player who was tossed the ball
the player
player who was tossed the ball
player",the player who was tossed the ball interfered with the other team,0.10503840446472168,0
GP-U-A1,the player who was tossed the ball interfered with the other team.,What did the player do?,"interfered with the other team
interfered",interfered with the other team,0.47587868571281433,1
GP-A-PM,the priest mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal",the cardinal,0.5626375675201416,1
GP-A-PE,the priest mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest mailed a request
the priest
priest mailed a request
priest",the priest,0.01855846308171749,1
GP-A-A1,the priest mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned",mailed a request telephoned the cardinal,0.08046865463256836,0
LC-A-AM,the cardinal telephoned the priest mailed a request.,Who telephoned?,"the cardinal
cardinal",the cardinal,0.14196668565273285,1
LC-A-PM,the cardinal telephoned the priest mailed a request.,Who was telephoned?,"the priest mailed a request
the priest
priest mailed a request
priest",the priest,0.10617126524448395,1
LC-A-PE,the cardinal telephoned the priest mailed a request.,Who was mailed a request?,"the priest
priest",the priest,0.3148205876350403,1
LC-A-A2,the cardinal telephoned the priest mailed a request.,What did the priest get?,"mailed a request
a request
mailed a request
request",mailed a request,0.03455430641770363,1
LC-A-A1,the cardinal telephoned the priest mailed a request.,What did the cardinal do?,"telephoned the priest
telephoned the priest mailed a request
telephoned",telephoned the priest mailed a request,0.3243267834186554,1
GP-A-AM,the priest mailed a request telephoned the cardinal.,Who telephoned?,"the priest mailed a request
the priest
priest mailed a request
priest",the cardinal,0.03590821847319603,0
GP-U-AM,the priest who was mailed a request telephoned the cardinal.,Who telephoned?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest",the cardinal,0.0592431016266346,0
GP-U-PM,the priest who was mailed a request telephoned the cardinal.,Who was telephoned?,"the cardinal
cardinal",the cardinal,0.5066677927970886,1
GP-U-PE,the priest who was mailed a request telephoned the cardinal.,Who was mailed a request?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest",the priest,0.06177106127142906,1
GP-U-A1,the priest who was mailed a request telephoned the cardinal.,What did the priest do?,"telephoned the cardinal
telephoned",mailed a request,0.18430858850479126,0
LC-U-AM,the cardinal telephoned the priest who was mailed a request.,Who telephoned?,"the cardinal
cardinal",the cardinal,0.008026291616261005,1
LC-U-PM,the cardinal telephoned the priest who was mailed a request.,Who was telephoned?,"the priest who was mailed a request
the priest
priest who was mailed a request
priest",the priest,0.27630364894866943,1
LC-U-PE,the cardinal telephoned the priest who was mailed a request.,Who was mailed a request?,"the priest
priest",the priest,0.6363760232925415,1
LC-U-A2,the cardinal telephoned the priest who was mailed a request.,What did the priest get?,"mailed a request
a request
mailed a request
request",mailed a request,0.05652917921543121,1
LC-U-A1,the cardinal telephoned the priest who was mailed a request.,What did the cardinal do?,"telephoned the priest
telephoned the priest who was mailed a request
telephoned",telephoned the priest,0.5678456425666809,1
GP-A-PM,the principal taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher",teacher,0.4695567190647125,1
GP-A-PE,the principal taught the policy emailed the teacher.,Who was taught the policy?,"the principal taught the policy
the principal
principal taught the policy
principal",the principal,0.26154837012290955,1
GP-A-A1,the principal taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed",taught the policy emailed the teacher,0.4447633624076843,0
LC-A-AM,the teacher emailed the principal taught the policy.,Who emailed?,"the teacher
teacher",the teacher,0.04163817688822746,1
LC-A-PM,the teacher emailed the principal taught the policy.,Who was emailed?,"the principal taught the policy
the principal
principal taught the policy
principal",the principal taught the policy,0.12895293533802032,1
LC-A-PE,the teacher emailed the principal taught the policy.,Who was taught the policy?,"the principal
principal",the principal,0.2216649204492569,1
LC-A-A2,the teacher emailed the principal taught the policy.,What did the principal get?,"taught the policy
the policy
taught the policy
policy",policy,0.0008799684001132846,1
LC-A-A1,the teacher emailed the principal taught the policy.,What did the teacher do?,"emailed the principal
emailed the principal taught the policy
emailed",the teacher emailed the principal taught the policy,0.10332486778497696,0
GP-A-AM,the principal taught the policy emailed the teacher.,Who emailed?,"the principal taught the policy
the principal
principal taught the policy
principal",the teacher,0.32116076350212097,0
GP-U-AM,the principal who was taught the policy emailed the teacher.,Who emailed?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal",the teacher,0.15955033898353577,0
GP-U-PM,the principal who was taught the policy emailed the teacher.,Who was emailed?,"the teacher
teacher",the teacher,0.4342656433582306,1
GP-U-PE,the principal who was taught the policy emailed the teacher.,Who was taught the policy?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal",the principal,0.4095040261745453,1
GP-U-A1,the principal who was taught the policy emailed the teacher.,What did the principal do?,"emailed the teacher
emailed",emailed the teacher,0.3712361752986908,1
LC-U-AM,the teacher emailed the principal who was taught the policy.,Who emailed?,"the teacher
teacher",the principal,0.10694475471973419,0
LC-U-PM,the teacher emailed the principal who was taught the policy.,Who was emailed?,"the principal who was taught the policy
the principal
principal who was taught the policy
principal",the principal,0.5497115850448608,1
LC-U-PE,the teacher emailed the principal who was taught the policy.,Who was taught the policy?,"the principal
principal",the principal,0.8308996558189392,1
LC-U-A2,the teacher emailed the principal who was taught the policy.,What did the principal get?,"taught the policy
the policy
taught the policy
policy",policy,0.0034258319064974785,1
LC-U-A1,the teacher emailed the principal who was taught the policy.,What did the teacher do?,"emailed the principal
emailed the principal who was taught the policy
emailed",emailed,0.24574212729930878,1
GP-A-PM,the prisoner procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard",the guard,0.5894845724105835,1
GP-A-PE,the prisoner procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the prisoner procured a weekend pass whispered to the guard,0.0019654894713312387,0
GP-A-A1,the prisoner procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered",procured a weekend pass whispered to the guard.,0.28051137924194336,0
GP-A-AM,the prisoner procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner procured a weekend pass
the prisoner
prisoner procured a weekend pass
prisoner",the prisoner procured a weekend pass whispered to the guard,0.07285396009683609,0
GP-U-AM,the prisoner who was procured a weekend pass whispered to the guard.,Who whispered?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the prisoner who was procured a weekend pass whispered to the guard,0.09500225633382797,0
GP-U-PM,the prisoner who was procured a weekend pass whispered to the guard.,Who was whispered to?,"the guard
guard",the guard,0.4939362704753876,1
GP-U-PE,the prisoner who was procured a weekend pass whispered to the guard.,Who was procured a weekend pass?,"the prisoner who was procured a weekend pass
the prisoner
prisoner who was procured a weekend pass
prisoner",the prisoner,0.3645753860473633,1
GP-U-A1,the prisoner who was procured a weekend pass whispered to the guard.,What did the prisoner do?,"whispered to the guard
whispered",procured a weekend pass,0.236345112323761,0
GP-A-PM,the reporter told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness",the witness,0.5054031014442444,1
GP-A-PE,the reporter told the rumour yelled at the witness.,Who was told the rumour?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter",the reporter told the rumour yelled at the witness,0.08628436923027039,0
GP-A-A1,the reporter told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled",witness,0.3685078024864197,0
GP-A-AM,the reporter told the rumour yelled at the witness.,Who yelled?,"the reporter told the rumour
the reporter
reporter told the rumour
reporter",the witness,0.01924070157110691,0
GP-U-AM,the reporter who was told the rumour yelled at the witness.,Who yelled?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter",the reporter who was told the rumour yelled at the witness,0.02863454446196556,0
GP-U-PM,the reporter who was told the rumour yelled at the witness.,Who was yelled at?,"the witness
witness",the witness,0.3095753490924835,1
GP-U-PE,the reporter who was told the rumour yelled at the witness.,Who was told the rumour?,"the reporter who was told the rumour
the reporter
reporter who was told the rumour
reporter",the reporter,0.3871406316757202,1
GP-U-A1,the reporter who was told the rumour yelled at the witness.,What did the reporter do?,"yelled at the witness
yelled",yelled at the witness.,0.47707873582839966,1
GP-A-PM,the scientist shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen",the tribesmen,0.7430862188339233,1
GP-A-PE,the scientist shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist,0.009804094210267067,1
GP-A-A1,the scientist shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired",shipped critical supplies,0.24060063064098358,0
LC-A-AM,the tribesmen admired the scientist shipped critical supplies.,Who admired the scientist?,"the tribesmen
tribesmen",the tribesmen,0.5257318019866943,1
LC-A-PM,the tribesmen admired the scientist shipped critical supplies.,Who was admired?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist shipped critical supplies,0.4281744062900543,1
LC-A-PE,the tribesmen admired the scientist shipped critical supplies.,Who was shipped critical supplies?,"the scientist
scientist",the scientist,0.004151137545704842,1
LC-A-A2,the guard whispered to the prisoner procured a weekend pass.,What did the prisoner get?,"procured a weekend pass
a weekend pass
procured a weekend pass
weekend pass",a weekend pass,0.8093996644020081,1
LC-A-A1,the tribesmen admired the scientist shipped critical supplies.,What did the tribesmen do?,"admired the scientist
admired the scientist shipped critical supplies
admired",admired the scientist shipped critical supplies,0.0021263216622173786,1
GP-A-AM,the scientist shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist shipped critical supplies
the scientist
scientist shipped critical supplies
scientist",the scientist shipped critical supplies,0.39219462871551514,1
GP-U-AM,the scientist who was shipped critical supplies admired the tribesmen.,Who admired the tribesman?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist who was shipped critical supplies,0.05961364507675171,1
GP-U-PM,the scientist who was shipped critical supplies admired the tribesmen.,Who was admired?,"the tribesmen
tribesmen",the tribesmen,0.2625997066497803,1
GP-U-PE,the scientist who was shipped critical supplies admired the tribesmen.,Who was shipped critical supplies?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist,0.024223798885941505,1
GP-U-A1,the scientist who was shipped critical supplies admired the tribesmen.,What did the scientist do?,"admired the tribesmen
admired",shipped critical supplies,0.2610469460487366,0
LC-U-AM,the tribesmen admired the scientist who was shipped critical supplies.,Who admired the scientist?,"the tribesmen
tribesmen",the tribesmen,0.1539541333913803,1
LC-U-PM,the tribesmen admired the scientist who was shipped critical supplies.,Who was admired?,"the scientist who was shipped critical supplies
the scientist
scientist who was shipped critical supplies
scientist",the scientist who was shipped critical supplies.,0.04946443811058998,1
LC-U-PE,the tribesmen admired the scientist who was shipped critical supplies.,Who was shipped critical supplies?,"the scientist
scientist",scientist,0.5167876482009888,1
LC-U-A2,the tribesmen admired the scientist who was shipped critical supplies.,What did the scientist get?,"shipped critical supplies
critical supplies",shipped critical supplies,0.47690001130104065,1
LC-U-A1,the tribesmen admired the scientist who was shipped critical supplies.,What did the tribesmen do?,"admired the scientist
admired the scientist who was shipped critical supplies
admired",admired the scientist,0.017788000404834747,1
GP-A-PM,the secretary poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer",the lawyer,0.6010528206825256,1
GP-A-PE,the secretary poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,0.02786007523536682,1
GP-A-A1,the secretary poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up",poured a beer chatted up the lawyer,0.2032564878463745,0
GP-A-AM,the secretary poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary poured a beer
the secretary
secretary poured a beer
secretary",the secretary,0.2700159549713135,1
GP-U-AM,the secretary who was poured a beer chatted up the lawyer.,Who chatted up the lawyer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,0.10681171715259552,1
GP-U-PM,the secretary who was poured a beer chatted up the lawyer.,Who was chatted up?,"the lawyer
lawyer",the lawyer,0.01789216138422489,1
GP-U-PE,the secretary who was poured a beer chatted up the lawyer.,Who was poured a beer?,"the secretary who was poured a beer
the secretary
secretary who was poured a beer
secretary",the secretary,0.24719662964344025,1
GP-U-A1,the secretary who was poured a beer chatted up the lawyer.,What did the secretary do?,"chatted up the lawyer
chatted
chatted up",chatted up the lawyer,0.10174448788166046,1
GP-A-PM,the settlers built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours",neighbours,0.4907388985157013,1
GP-A-PE,the settlers built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the settlers,0.24497158825397491,1
GP-A-A1,the settlers built a log cabin thanked the neighbours.,What did the settlers do?,thanked the neighbours,built a log cabin thanked the neighbours,0.6458243727684021,0
LC-A-AM,the neighbours thanked the settlers built a log cabin.,Who thanked the settlers?,"the neighbours
neighbours",the neighbours,0.2980938255786896,1
LC-A-PM,the neighbours thanked the settlers built a log cabin.,Who was thanked?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the neighbours thanked the settlers built a log cabin.,0.25938743352890015,0
LC-A-PE,the neighbours thanked the settlers built a log cabin.,Who was built a log cabin?,"the settlers
settlers",the neighbours thanked the settlers,0.183807834982872,0
LC-A-A2,the witness yelled at the reporter told the rumour.,What did the reporter get?,"told the rumour
the rumour
told the rumour
rumour",rumour.,5.580511060543358e-05,1
LC-A-A1,the neighbours thanked the settlers built a log cabin.,What did the neighbours do?,"thanked the settlers
thanked the settlers built a log cabin",the neighbours thanked the settlers built a log cabin,0.1263306438922882,0
GP-A-AM,the settlers built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers built a log cabin
the settlers
settlers built a log cabin
settlers",the settlers built a log cabin thanked the neighbours.,0.07680388540029526,0
GP-U-AM,the settlers who were built a log cabin thanked the neighbours.,Who thanked the neighbours?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the settlers who were built a log cabin,0.45629051327705383,1
GP-U-PM,the settlers who were built a log cabin thanked the neighbours.,Who was thanked?,"the neighbours
neighbours",the neighbours,0.5140948295593262,1
GP-U-PE,the settlers who were built a log cabin thanked the neighbours.,Who was built a log cabin?,"the settlers who were built a log cabin
the settlers
settlers who were built a log cabin
settlers",the settlers,0.5283786654472351,1
